Tweet,Sentiment
Hello I am getting cyber bullied by do something about it unhappy ,Negative
Call center nice game 4/20 unhappy ,Negative
BES RIP  ,Negative
Follow me too unhappy  ,Negative
I'll be attending cosmic latte on saturday and i'll give these out to selu shippers KASI SELU MONTH QAQO unhappy  ,Negative
baby unhappy  ,Negative
I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,Negative
friendly fire to wings tour unhappy ,Negative
my back hurts sad ,Negative
Typed up all the medical  shorthand abbreviation we use for work,Negative
 and the dame computer decides to crash unhappy  now I... ,Negative
excuse me i don%27t see my nama unhappy ,Negative
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,Negative
That's shocking and evil unhappy ,Negative
Zac farro is back By the way hehehe So sad Jeremy is not unhappy ,Negative
Maa ki kuss tumhari. Now take this bullshit you loser. ,Negative
I thought mountain dew in Australia had no caffeine and it was the little energy drink cans were caffeinated I will never sleep again unhappy ,Negative
i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  ,Negative
base unver ajalah MINAHAES unhappy ,Negative
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,Negative
has someone contacted jelpi about the issue rn? unhappy ,Negative
arisun at town hall has pretty terrible service and rude staff. we only went there because ICG's fryer was broken unhappy ,Negative
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,Negative
Powerpoint'te mi hazirladiniz post'u unhappy ,Negative
Yeah! My sight reading was pretty good in high school,Negative
 but I'm a bit rusty now! unhappy  ,Negative
only pure evil people unhappy ,Negative
poor baby unhappy  I hate people ,Negative
what a great thing to be sad about unhappy ,Negative
so my hair iand suandlight versus ando light but I waandt to chaandge it and I duandando if I waandt to go darker or bloandder sad  please help (po ,Negative
Hi Ashish! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate.. cont1,Negative
Kante why do broke girls love exposing broke niggars so much? Where's the team spirit? unhappy ,Negative
But i want unhappy  that looks so yummy hehehe.,Negative
Don't think I'm pretty enough unhappy ,Negative
Koalas are dying of thirst  and it's all because of us unhappy  ,Negative
did some warm up sketches of some of my faves,Negative
  i was going to add bazza,Negative
 but i can't,Negative
i just want to wish marissa a happy birthday but she keeps ignoring me sad ,Negative
what's wrong with you why don't you like animals unhappy ,Negative
Someone build house on (4) i cant do it unhappy  cant believe this hasn't already been done????,Negative
tulips are my favorite unhappy  ,Negative
Omg I'm sad to say that I actually don't remember this! unhappy  when did this happen??,Negative
crying  We're getting VM soon wooo,Negative
unhappy  my 4c struggle is not valid?,Negative
77 ? Old Leyland,Negative
 love it unhappy ,Negative
only pure evil people unhappy ,Negative
sounds family ,Negative
this is jimin to yoongi unhappy  ,Negative
Chin up Leo crying  ,Negative
slight buzy kasi besh unhappy  ,Negative
Rip tes 100k experience  crying ,Negative
please reading this breaks my heart unhappy ,Negative
mager unhappy ,Negative
penge damit unhappy ,Negative
this is jimin to yoongi unhappy  ,Negative
Bapak Tom Cruise. ,Negative
I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,Negative
I just watched this kid from produce 101 who performed Chewing Gum omoo poor kid bless his soul unhappy ,Negative
Definitely my arms unhappy  ,Negative
My moms leaving today to go out of town and I already miss her unhappy ,Negative
I can't do it all on my own. (See what I did there? ) ,Negative
When your online crush comes to the meet-up without their Snapchat filter unhappy  ,Negative
and i would never forget about you!! ,Negative
fuckin' headache everyday unhappy ,Negative
Jyoust hyoug me,Negative
 hyoug me longer than 10 secs. Hyoug me even when i don%27t want you to unhappy ,Negative
the saddest part of my day everyday is when ryan has to leave at 5:30 am unhappy ,Negative
What did he say I'm at work unhappy  totally made my day though,Negative
jimin doesnt follow me yet unhappy ,Negative
I DON'T KNOW WHERE I WAS AT THIS TIME BUT I HAVE RETWEETED NOW AND I'VE BEEN WAITING THE DM FOR A LONG TIME unhappy ,Negative
need moodbooster juseyo unhappy  ,Negative
i miss you too unhappy ,Negative
Wth why did 4/20 have to happen during the Easter holidays it's one of the best days in Leeds unhappy ,Negative
hakyeon turns 27 soon oh my god no he's still a baby unhappy ,Negative
It's gray outside today unhappy ,Negative
I ordered car yesterday,Negative
 dealer said loads of cars were returning due to disabled losing them sad ,Negative
Gotta keep trying before i have to quit to work unhappy  pick me please! give ,Negative
Definitely my arms unhappy  ,Negative
I literally couldn't see a thing when they were at the back of the stage,Negative
 the girl in front of me was ,Negative
Definitely my arms unhappy  ,Negative
getting up this morning was a hassle unhappy ,Negative
My mom knows the struggle of this drystreak I'm on unhappy  ,Negative
Haven't played FM in a long time. I really should. unhappy ,Negative
Someone messed up unhappy  Available**,Negative
I miss my baby unhappy ,Negative
Yesterday's faci so cute! But he 30+ :(Today's faci is old eeyer,Negative
yes jenniessi? ,Negative
SO PRECIOUS I REALLY MISS HIM unhappy   ,Negative
Louis_Tomlinson follow me please? unhappy ,Negative
I WAITED FOR U unhappy ,Negative
That makes me sad. unhappy  I wasn't friends with her like you,Negative
 but I liked seeing her posts and love her wri ,Negative
I WAITED FOR YOU unhappy  ,Negative
U4v9rr I wish I had noted the gentleman's name unhappy  but if you find out who he is,Negative
 please do commend him. H ,Negative
I do it for 5/6 times a week leh sad  and yes closing is damn fuck opening so much better,Negative
no one is selling vhope banners what?  sad ,Negative
All my irls are coming at me because I meet the boys too much and I don't deserve any of it unhappy ,Negative
you might set the whole place on fire.  ,Negative
i'll try sad and yes i am unhappy ,Negative
Goodmorning!! My Parents are taking kids for lunch today- they are off school-Report Card! I'm wor ,Negative
yeah sad ,Negative
Streaming later in the day (night stream) since i have to go and take care of the internet contract,Negative
 sorry guys unhappy ,Negative
True unhappy ,Negative
help me too unhappy  as an early birthday gift huhu,Negative
Definitely my arms unhappy  ,Negative
Just please look at how scared and full of tence lauren's face is after tryin reaching camila's hand,Negative
 baby unhappy  (bett,Negative
aww eunji didnt see win today sad  but congratulations to winner !!!!,Negative
You can have mine and I'll take the iPhone. I'm switching back when my contract is up... in a year and a half unhappy ,Negative
i know.. i really want his ranks to rise a lot during tmr's episode but seeing how many tweet about him.. unhappy ,Negative
 Hitches Ride For Final unhappy  ,Negative
White genocide is not a thing. Its figment of your imagination. Youre a victim of nothing but disinformation. ,Negative
one direction (band)  whats going on unhappy ,Negative
Too bad i can't watch it unhappy  that cake is cute and looks delicious,Negative
Definitely my arms unhappy  ,Negative
give me my own AHN MINHYUK juseyoooo unhappy ,Negative
sorry unhappy  i just need sex for the time being,Negative
Definitely my arms unhappy  ,Negative
wants to say HI to you.,Negative
this is jimin to yoongi unhappy  ,Negative
It seems they cost abut 40k a year? I'm paying half that for my full education and don't get treat ,Negative
Definitely my arms unhappy  ,Negative
come to Miami sad  ,Negative
TW: S AssaultActually horrified how many friends of mine women I talk to have been sexually assaulted in past. Just found out another unhappy ,Negative
my heart unhappy  ,Negative
soph please don%27t win again unhappy   jk.. good luck i think you will draw a good poster,Negative
sad  I don't,Negative
 unfortunately,Negative
i really feel for that lamp unhappy ,Negative
sadly I'm not unhappy ,Negative
last kiss unhappy  ,Negative
WHY ARE YOU WHIMPER AT ME? ,Negative
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,Negative
Been streaminuteg for 45 minute not understanding a thing and still.. unhappy ,Negative
Why is it so difficult for me to get at least a chance unhappy ,Negative
for some reason last.fm unlinks from spotify and i miss like a month of scrobbles before i notice unhappy ,Negative
only take season 9 off ,Negative
Definitely my arms unhappy  ,Negative
Definitely my arms unhappy  ,Negative
All of the park areas in Paris are marked as green on Google maps,Negative
 but in reality they're just patches of dusty dirt unhappy ,Negative
ill be at work just a second come on unhappy ,Negative
and he's still taking over a quarter of the billboard charts while x is,Negative
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,Negative
Guys please help I tried to smoke some lettuce earlier but now my salad is ruined unhappy ,Negative
CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS? unhappy ,Negative
